filename,type,tag,severity,note
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0040_frame011.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0042_frame012.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0044_frame013.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0048_frame014.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0050_frame015.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0052_frame016.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0095_frame017.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0108_frame018.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0110_frame019.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0112_frame020.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0114_frame021.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0116_frame022.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0118_frame023.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0120_frame024.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0122_frame025.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0134_frame026.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0136_frame027.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0148_frame028.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0150_frame029.jpg,frame,,,
dji_mimo_20260529_102448_20260529102449_1780032571927_video_motion_t0152_frame030.jpg,frame,,,
